datetime,count
2011-01-20 00:00:00,9.788471221923828
2011-01-20 01:00:00,6.4633708000183105
2011-01-20 02:00:00,3.6949405670166016
2011-01-20 03:00:00,2.242100715637207
2011-01-20 04:00:00,2.038466691970825
2011-01-20 05:00:00,5.409487724304199
2011-01-20 06:00:00,29.99407196044922
2011-01-20 07:00:00,94.22881317138672
2011-01-20 08:00:00,181.89520263671875
2011-01-20 09:00:00,113.58192443847656
2011-01-20 10:00:00,61.09206771850586
2011-01-20 11:00:00,66.50875854492188
2011-01-20 12:00:00,70.22516632080078
2011-01-20 13:00:00,79.59308624267578
2011-01-20 14:00:00,74.8611831665039
2011-01-20 15:00:00,81.36888122558594
2011-01-20 16:00:00,93.19442749023438
2011-01-20 17:00:00,171.9833526611328
2011-01-20 18:00:00,151.9458770751953
2011-01-20 19:00:00,102.4404067993164
2011-01-20 20:00:00,67.12702941894531
2011-01-20 21:00:00,52.643798828125
2011-01-20 22:00:00,30.282548904418945
2011-01-20 23:00:00,20.05128288269043
2011-01-21 00:00:00,9.024619102478027
2011-01-21 01:00:00,3.939058780670166
2011-01-21 02:00:00,3.448672294616699
2011-01-21 03:00:00,1.2960197925567627
2011-01-21 04:00:00,2.372337818145752
2011-01-21 05:00:00,4.990919589996338
2011-01-21 06:00:00,23.891281127929688
2011-01-21 07:00:00,68.22168731689453
2011-01-21 08:00:00,171.78138732910156
2011-01-21 09:00:00,116.24720764160156
2011-01-21 10:00:00,61.440399169921875
2011-01-21 11:00:00,68.53547668457031
2011-01-21 12:00:00,89.06165313720703
2011-01-21 13:00:00,89.10177612304688
2011-01-21 14:00:00,86.31047821044922
2011-01-21 15:00:00,76.9637222290039
2011-01-21 16:00:00,86.68222045898438
2011-01-21 17:00:00,138.51316833496094
2011-01-21 18:00:00,125.01055908203125
2011-01-21 19:00:00,102.0534896850586
2011-01-21 20:00:00,56.872032165527344
2011-01-21 21:00:00,40.59845733642578
2011-01-21 22:00:00,30.47505760192871
2011-01-21 23:00:00,24.015169143676758
2011-01-22 00:00:00,8.402641296386719
2011-01-22 01:00:00,12.43416976928711
2011-01-22 02:00:00,2.3638322353363037
2011-01-22 03:00:00,3.19600248336792
2011-01-22 04:00:00,0.371899276971817
2011-01-22 06:00:00,0.5513558387756348
2011-01-22 07:00:00,4.554883003234863
2011-01-22 08:00:00,11.245329856872559
2011-01-22 09:00:00,16.22676658630371
2011-01-22 10:00:00,28.897930145263672
2011-01-22 11:00:00,30.6026611328125
2011-01-22 12:00:00,76.83646392822266
2011-01-22 13:00:00,100.81437683105469
2011-01-22 14:00:00,90.27238464355469
2011-01-22 15:00:00,98.91869354248047
2011-01-22 16:00:00,86.60511016845703
2011-01-22 17:00:00,78.46052551269531
2011-01-22 18:00:00,53.801334381103516
2011-01-22 19:00:00,42.72724151611328
2011-01-22 20:00:00,18.6667423248291
2011-01-22 21:00:00,36.643795013427734
2011-01-22 22:00:00,28.65497398376465
2011-01-22 23:00:00,21.078073501586914
2011-01-23 00:00:00,15.861103057861328
2011-01-23 01:00:00,15.599971771240234
2011-01-23 02:00:00,7.490512847900391
2011-01-23 03:00:00,3.916383743286133
2011-01-23 05:00:00,1.2798023223876953
2011-01-23 06:00:00,1.0887467861175537
2011-01-23 07:00:00,4.120386600494385
2011-01-23 08:00:00,12.676528930664062
2011-01-23 09:00:00,25.502361297607422
2011-01-23 10:00:00,66.2038345336914
2011-01-23 11:00:00,62.688716888427734
2011-01-23 12:00:00,71.48243713378906
2011-01-23 13:00:00,86.57353973388672
2011-01-23 14:00:00,96.32132720947266
2011-01-23 15:00:00,95.87407684326172
2011-01-23 16:00:00,95.4667739868164
2011-01-23 17:00:00,61.21331024169922
2011-01-23 18:00:00,56.03390121459961
2011-01-23 19:00:00,46.70637893676758
2011-01-23 20:00:00,28.986072540283203
2011-01-23 21:00:00,18.3293399810791
2011-01-23 22:00:00,10.352937698364258
2011-01-23 23:00:00,4.680520057678223
2011-01-24 00:00:00,2.3110525608062744
2011-01-24 01:00:00,0.9384630918502808
2011-01-24 03:00:00,0.03667949512600899
2011-01-24 04:00:00,0.35769015550613403
2011-01-24 05:00:00,2.483768939971924
2011-01-24 06:00:00,20.64517593383789
2011-01-24 07:00:00,85.79165649414062
2011-01-24 08:00:00,192.67849731445312
2011-01-24 09:00:00,108.23129272460938
2011-01-24 10:00:00,43.746639251708984
2011-01-24 11:00:00,35.86450958251953
2011-01-24 12:00:00,42.145931243896484
2011-01-24 13:00:00,41.90898132324219
2011-01-24 14:00:00,41.85287094116211
2011-01-24 15:00:00,53.23479080200195
2011-01-24 16:00:00,58.73722457885742
2011-01-24 17:00:00,109.74730682373047
2011-01-24 18:00:00,97.781494140625
2011-01-24 19:00:00,84.0694580078125
2011-01-24 20:00:00,47.967655181884766
2011-01-24 21:00:00,42.4615478515625
2011-01-24 22:00:00,13.884483337402344
2011-01-24 23:00:00,7.476750373840332
2011-01-25 00:00:00,2.4599361419677734
2011-01-25 01:00:00,3.0098485946655273
2011-01-25 02:00:00,0.9577257633209229
2011-01-25 04:00:00,1.3607239723205566
2011-01-25 05:00:00,3.4406299591064453
2011-01-25 06:00:00,31.610424041748047
2011-01-25 07:00:00,67.04057312011719
2011-01-25 08:00:00,178.29176330566406
2011-01-25 09:00:00,103.31121826171875
2011-01-25 10:00:00,43.96701431274414
2011-01-25 11:00:00,43.83197021484375
2011-01-25 12:00:00,54.106666564941406
2011-01-25 13:00:00,56.49860382080078
2011-01-25 14:00:00,56.14554214477539
2011-01-25 15:00:00,63.72144317626953
2011-01-25 16:00:00,81.67332458496094
2011-01-25 17:00:00,154.23587036132812
2011-01-25 18:00:00,168.8179473876953
2011-01-25 19:00:00,105.69271087646484
2011-01-25 20:00:00,62.90994644165039
2011-01-25 21:00:00,50.61254119873047
2011-01-25 22:00:00,31.099529266357422
2011-01-25 23:00:00,16.269094467163086
2011-01-26 00:00:00,7.72918701171875
2011-01-26 01:00:00,3.5650196075439453
2011-01-26 02:00:00,2.2666475772857666
2011-01-26 05:00:00,3.57620906829834
2011-01-26 06:00:00,17.98477554321289
2011-01-26 07:00:00,39.19960403442383
2011-01-26 08:00:00,87.0151138305664
2011-01-26 09:00:00,56.257808685302734
2011-01-26 10:00:00,28.371370315551758
2011-01-26 11:00:00,20.650606155395508
2011-01-26 12:00:00,21.616043090820312
2011-01-26 13:00:00,21.65093421936035
2011-01-26 14:00:00,12.976855278015137
2011-01-26 15:00:00,23.89601707458496
2011-01-26 16:00:00,25.326021194458008
2011-01-26 17:00:00,35.74104309082031
2011-01-27 16:00:00,71.6054458618164
2011-01-27 17:00:00,153.27700805664062
2011-01-27 18:00:00,132.4313507080078
2011-01-27 19:00:00,109.29339599609375
2011-01-27 20:00:00,66.73253631591797
2011-01-27 21:00:00,53.3295783996582
2011-01-27 22:00:00,37.43194580078125
2011-01-27 23:00:00,24.66951560974121
2011-01-28 00:00:00,10.524263381958008
2011-01-28 01:00:00,4.703369617462158
2011-01-28 02:00:00,3.049776554107666
2011-01-28 03:00:00,2.6989569664001465
2011-01-28 05:00:00,6.887231349945068
2011-01-28 06:00:00,24.927812576293945
2011-01-28 07:00:00,68.27967071533203
2011-01-28 08:00:00,173.86143493652344
2011-01-28 09:00:00,72.1423110961914
2011-01-28 10:00:00,37.88051986694336
2011-01-28 11:00:00,40.575645446777344
2011-01-28 12:00:00,45.033023834228516
2011-01-28 13:00:00,45.033023834228516
