count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,dayofweek,hour
2.833213344056216,1,0,0,1,0.11876090844342149,0.1737361053905541,0.9776050390159696,0.0,2011,1,1,5,0
3.713572066704308,1,0,0,1,0.11046695885088077,0.16698636185496224,0.9797512980122464,0.0,2011,1,1,5,1
3.4965075614664802,1,0,0,1,0.11046695885088077,0.16698636185496224,0.9797512980122464,0.0,2011,1,1,5,2
2.6390573296152584,1,0,0,1,0.1277917592070635,0.18694739570992677,0.9740225549318866,0.0,2011,1,1,5,3
0.6931471805599453,1,0,0,1,0.1277917592070635,0.18694739570992677,0.9740225549318866,0.0,2011,1,1,5,4
0.6931471805599453,1,0,0,2,0.12784873324214513,0.1673467158697997,0.9744568082480572,0.07799812148366317,2011,1,1,5,5
1.0986122886681098,1,0,0,1,0.11046695885088077,0.16698636185496224,0.9797512980122464,0.0,2011,1,1,5,6
1.3862943611198906,1,0,0,1,0.0938806784551951,0.14746135835401378,0.9846022374569242,0.0,2011,1,1,5,7
2.1972245773362196,1,0,0,1,0.1277917592070635,0.18694739570992677,0.9740225549318866,0.0,2011,1,1,5,8
2.70805020110221,1,0,0,1,0.1659329032017906,0.22037963706487818,0.9611966953762262,0.0,2011,1,1,5,9
3.6109179126442243,1,0,0,1,0.1904031215678857,0.24069252113475664,0.928795714965296,0.20773127215011325,2011,1,1,5,10
4.04305126783455,1,0,0,1,0.1713775414237032,0.19349639077412017,0.9404865078130054,0.22062187941057382,2011,1,1,5,11
4.442651256490317,1,0,0,1,0.20528476097192316,0.2528507421727347,0.9179399880858353,0.2265189779430724,2011,1,1,5,12
4.553876891600541,1,0,0,2,0.2347234005233618,0.2828255183930752,0.8960808503542975,0.24890512453695518,2011,1,1,5,13
4.672828834461906,1,0,0,2,0.2354343831995052,0.28368220351053847,0.898795100231409,0.23719702025718123,2011,1,1,5,14
4.709530201312334,1,0,0,2,0.21353819442585367,0.26005732436452356,0.9114435127932778,0.23673265628713197,2011,1,1,5,15
4.543294782270004,1,0,0,2,0.1941044550004809,0.23907987750059234,0.9243069285737187,0.2254350782684157,2011,1,1,5,16
4.219507705176107,1,0,0,2,0.20305367645175815,0.24728876228631522,0.9229712565989007,0.21387270049862236,2011,1,1,5,17
3.58351893845611,1,0,0,3,0.18378187595665252,0.22636548136124277,0.9391872871187819,0.18141149531495845,2011,1,1,5,18
3.6375861597263857,1,0,0,3,0.18378187595665252,0.22636548136124277,0.9391872871187819,0.18141149531495845,2011,1,1,5,19
3.6109179126442243,1,0,0,2,0.17741090122353523,0.22127682832484227,0.9411431955150955,0.18387882670167865,2011,1,1,5,20
3.5553480614894135,1,0,0,2,0.1786696447192358,0.22284680382512,0.9478206762544826,0.14160658793052602,2011,1,1,5,21
3.367295829986474,1,0,0,2,0.16610283437129902,0.2071727729917635,0.9520528311525677,0.151936490808181,2011,1,1,5,22
3.6888794541139363,1,0,0,2,0.1986242190143451,0.23932849295339306,0.9267726019757354,0.21062487105924685,2011,1,1,5,23
2.8903717578961645,1,0,0,2,0.1986242190143451,0.23932849295339306,0.9267726019757354,0.21062487105924685,2011,1,2,6,0
2.8903717578961645,1,0,0,2,0.1810069282322674,0.22043914707665827,0.9431624863543868,0.17055086837024716,2011,1,2,6,1
2.302585092994046,1,0,0,2,0.1633902721887655,0.2012489937934795,0.9488401404690215,0.18029101277079973,2011,1,2,6,2
1.9459101490553132,1,0,0,2,0.1897699973687565,0.2286597661826613,0.9458313760690938,0.1307863428313413,2011,1,2,6,3
1.3862943611198906,1,0,0,2,0.1897699973687565,0.2286597661826613,0.9458313760690938,0.1307863428313413,2011,1,2,6,4
1.0986122886681098,1,0,0,3,0.20471916074418814,0.2521540882336952,0.9154108813764511,0.23776311587127708,2011,1,2,6,6
0.6931471805599453,1,0,0,2,0.2013776528900667,0.25116950547965333,0.9332135133929922,0.1596040690405541,2011,1,2,6,7
2.1972245773362196,1,0,0,3,0.21254999381446707,0.2651042758216417,0.9201859488309246,0.1944223306224979,2011,1,2,6,8
3.044522437723423,1,0,0,2,0.19131809653192752,0.24184915989706754,0.9332590074728171,0.18421182037897332,2011,1,2,6,9
3.9889840465642745,1,0,0,2,0.17266373708140362,0.20383913405443485,0.9475448986174589,0.17548648503247022,2011,1,2,6,10
4.2626798770413155,1,0,0,2,0.19338351060929704,0.21834256126720428,0.9302323342317135,0.2227041717470034,2011,1,2,6,11
4.543294782270004,1,0,0,2,0.20367709815728402,0.2299646911105107,0.9107512519228147,0.27597832822470203,2011,1,2,6,12
4.330733340286331,1,0,0,2,0.20961058591212225,0.247456941701811,0.937283107737132,0.12778435048074982,2011,1,2,6,13
4.0943445622221,1,0,0,3,0.18354977564381347,0.21669070735727983,0.9451072458624543,0.16163821028579184,2011,1,2,6,14
4.31748811353631,1,0,0,3,0.16481091859664992,0.19702826100524898,0.9576531137968899,0.1300682094583346,2011,1,2,6,15
4.343805421853684,1,0,0,3,0.1857168885820515,0.2220209432008528,0.9459038084164746,0.1465671289846902,2011,1,2,6,16
4.189654742026425,1,0,0,1,0.22350555295842775,0.267196559544634,0.913903624005049,0.20840209306697588,2011,1,2,6,17
3.9889840465642745,1,0,0,2,0.26528134522918556,0.29951989283498487,0.8267575799825566,0.395456123496526,2011,1,2,6,18
3.4339872044851463,1,0,0,1,0.23781909554468128,0.2609303262473847,0.7613111290302298,0.5438407923771994,2011,1,2,6,19
3.1354942159291497,1,0,0,1,0.2493040098558112,0.2763626158035761,0.7904761288111086,0.4864346873279313,2011,1,2,6,20
3.4657359027997265,1,0,0,1,0.20657510357900544,0.22023696549487773,0.8526552117707541,0.42638186576248976,2011,1,2,6,21
2.302585092994046,1,0,0,1,0.19504195005465821,0.21020527239122463,0.8721388010574148,0.39641681708517656,2011,1,2,6,22
2.1972245773362196,1,0,0,1,0.17895436081099184,0.22547852667593377,0.9324672902568312,0.21826480100067028,2011,1,2,6,23
1.791759469228055,1,0,1,1,0.1739008941646796,0.18990286114435634,0.8482970447057543,0.4626959112434382,2011,1,3,0,0
1.0986122886681098,1,0,1,1,0.15342056769816056,0.15594639411758152,0.8232323144779348,0.5238620123355009,2011,1,3,0,1
0.6931471805599453,1,0,1,1,0.120277182144809,0.12504426558347523,0.8617420062204304,0.476757848194638,2011,1,3,0,4
1.3862943611198906,1,0,1,1,0.12720270973034054,0.13224428054282356,0.9113608776411594,0.36844575123904677,2011,1,3,0,5
3.4339872044851463,1,0,1,1,0.10088463915349909,0.09323920047200568,0.8787860553440686,0.4570162032259043,2011,1,3,0,6
4.174387269895637,1,0,1,1,0.10948920190095701,0.13008995765932524,0.9537386925170471,0.24793391050673155,2011,1,3,0,7
5.043425116919247,1,0,1,1,0.1060290732239719,0.11194010169638843,0.9235981988150862,0.3509894819065043,2011,1,3,0,8
4.48863636973214,1,0,1,1,0.12829036323929457,0.1333750422701203,0.8409276858673274,0.5085207055186594,2011,1,3,0,9
3.8066624897703196,1,0,1,1,0.15517544503997993,0.17525573636967923,0.9041387719131622,0.35740605653727303,2011,1,3,0,10
3.9512437185814275,1,0,1,1,0.17348946704449447,0.19231942139444572,0.8462900831438755,0.4655187860349516,2011,1,3,0,11
4.127134385045092,1,0,1,1,0.21150142493419777,0.24866658663272367,0.820681804068395,0.4689493068704533,2011,1,3,0,12
4.127134385045092,1,0,1,1,0.2322320096299367,0.25028663232982507,0.8260284895373765,0.44844378672564567,2011,1,3,0,13
4.356708826689592,1,0,1,1,0.27328162839595016,0.3107104442925812,0.7690852581499535,0.48711809357196323,2011,1,3,0,14
4.290459441148391,1,0,1,1,0.27999759196524565,0.3183462302644256,0.7879857184763011,0.4464700814696106,2011,1,3,0,15
4.343805421853684,1,0,1,1,0.27999759196524565,0.3183462302644256,0.7879857184763011,0.4464700814696106,2011,1,3,0,16
5.062595033026967,1,0,1,1,0.26770898740016563,0.30919843920761,0.8161859371956268,0.4081283366550919,2011,1,3,0,17
5.062595033026967,1,0,1,1,0.26923652078146226,0.35241528329931243,0.8755659212405277,0.1915710874239236,2011,1,3,0,18
4.709530201312334,1,0,1,1,0.16593158888227594,0.260634007902892,0.9510713021301183,0.0,2011,1,3,0,19
3.970291913552122,1,0,1,1,0.16551564005867553,0.2294006401544936,0.9486872052143599,0.14132411632570938,2011,1,3,0,20
3.970291913552122,1,0,1,1,0.11217343615723215,0.1497165780689345,0.9727777661331786,0.13676799402254616,2011,1,3,0,21
3.044522437723423,1,0,1,1,0.08173111302949763,0.10785943923317849,0.9824820207378635,0.12812277493915028,2011,1,3,0,22
2.5649493574615367,1,0,1,1,0.12963435187528288,0.1862835097069614,0.9661096684472302,0.1229857607933324,2011,1,3,0,23
1.791759469228055,1,0,1,1,0.11597126185407242,0.1606979832703534,0.972320030788717,0.12377633991940366,2011,1,4,1,0
